CHROM	POP	DATASET	Pi	Watterson	Tajima_D
X	DK_Kar_16_2	Europe_SNAPE	0.002731	0.002624	0.195725
X	DK_Kar_16_3	Europe_SNAPE	0.003256	0.003028	0.373559
X	DK_Kar_16_4	Europe_SNAPE	0.003280	0.003101	0.272664
X	ES_ba_12_fall	Europe_SNAPE	0.003446	0.003460	-0.021510
X	ES_ba_12_spring	Europe_SNAPE	0.003490	0.003506	-0.042527
X	ES_Ben_16_32	Europe_SNAPE	0.003601	0.003591	0.017244
X	ES_Cor_15_33	Europe_SNAPE	0.003588	0.003534	0.081544
X	ES_Gim_14_34	Europe_SNAPE	0.003742	0.003836	-0.171871
X	ES_Gim_14_35	Europe_SNAPE	0.003549	0.003523	0.049193
X	ES_Gim_15_30	Europe_SNAPE	0.003492	0.003222	0.424199
X	ES_Gim_15_31	Europe_SNAPE	0.003560	0.003497	0.097797
X	ES_Gim_16_33	Europe_SNAPE	0.003750	0.003743	0.023081
X	ES_Gim_16_34	Europe_SNAPE	0.003501	0.003439	0.098311
X	ES_Gua_15_32	Europe_SNAPE	0.003607	0.003573	0.048809
X	ES_Pur_16_35	Europe_SNAPE	0.003630	0.003662	-0.054149
X	ES_Tom_15_28	Europe_SNAPE	0.003575	0.003511	0.103115
X	ES_Tom_15_29	Europe_SNAPE	0.003573	0.003546	0.037165
X	ES_Tom_16_36	Europe_SNAPE	0.003582	0.003644	-0.084221
X	ES_Tom_16_37	Europe_SNAPE	0.003546	0.003559	-0.019213
X	FI_Aka_14_36	Europe_SNAPE	0.003995	0.004095	-0.170531
X	FI_Aka_14_37	Europe_SNAPE	0.003854	0.003899	-0.078858
X	FI_Aka_15_34	Europe_SNAPE	0.003780	0.003757	0.029472
X	FI_Aka_15_35	Europe_SNAPE	0.003747	0.003654	0.132193
X	FI_Aka_16_5	Europe_SNAPE	0.003762	0.003779	-0.025208
X	FI_Aka_16_6	Europe_SNAPE	0.003751	0.003780	-0.037010
X	FI_Ves_14_38	Europe_SNAPE	0.003904	0.004019	-0.157557
X	FI_Ves_16_7	Europe_SNAPE	0.003733	0.003728	0.007131
X	FL_ho_10_spring	North America_SNAPE	0.004159	0.004067	0.121215
X	FR_Got_15_47	Europe_SNAPE	0.003540	0.003421	0.179863
X	FR_Got_15_48	Europe_SNAPE	0.003629	0.003535	0.145282
X	FR_Got_15_49	Europe_SNAPE	0.003574	0.003453	0.185555
X	FR_Got_16_8	Europe_SNAPE	0.003575	0.003555	0.028663
X	FR_Vil_15_40	Europe_SNAPE	0.003612	0.003573	0.054076
X	FR_Vil_15_41	Europe_SNAPE	0.003592	0.003547	0.061888
X	FR_Vil_16_9	Europe_SNAPE	0.003574	0.003593	-0.026533
X	GA_at_14_fall	North America_SNAPE	0.003994	0.003911	0.092106
X	GA_at_14_spring	North America_SNAPE	0.004067	0.004058	0.012497
X	GA_ha_08_spring	North America_SNAPE	0.004079	0.003961	0.133699
X	HU_Sze_16_14	Europe_SNAPE	0.003382	0.003279	0.179360
X	IL_ur_15_spring	North America_SNAPE	0.004026	0.003992	0.042409
X	IT_Mez_15_43	Europe_SNAPE	0.003701	0.003650	0.079313
X	IT_Mez_15_44	Europe_SNAPE	0.003712	0.003638	0.159528
X	IT_Tre_16_15	Europe_SNAPE	0.003655	0.003598	0.111855
X	KA_to_14_fall	North America_SNAPE	0.004071	0.004048	0.033376
X	KA_to_14_spring	North America_SNAPE	0.004057	0.004046	0.016002
X	MA_la_12_fall	North America_SNAPE	0.004008	0.003990	0.029092
X	MA_la_12_spring	North America_SNAPE	0.004016	0.003979	0.051733
X	MA_la_14_fall	North America_SNAPE	0.004014	0.004016	-0.002400
X	MA_la_14_spring	North America_SNAPE	0.003883	0.003626	0.350171
X	ME_bo_09_fall.r1	North America_SNAPE	0.004266	0.004430	-0.190875
X	MI_bh_14_fall	North America_SNAPE	0.003915	0.003855	0.064373
X	MI_bh_14_spring	North America_SNAPE	0.003970	0.003917	0.060746
X	NC_ra_03_n	North America_SNAPE	0.004085	0.004092	-0.019355
X	NY_it_12_fall	North America_SNAPE	0.003991	0.004011	-0.039521
X	NY_it_12_spring	North America_SNAPE	0.003949	0.003897	0.071456
X	ON_su_15_fall	North America_SNAPE	0.004074	0.004035	0.047604
X	ON_su_15_spring	North America_SNAPE	0.003771	0.003001	0.982558
X	PA_li_09_fall	North America_SNAPE	0.004032	0.003997	0.050397
X	PA_li_09_spring	North America_SNAPE	0.003998	0.003764	0.244318
X	PA_li_10_fall	North America_SNAPE	0.004044	0.003989	0.068041
X	PA_li_10_spring	North America_SNAPE	0.004470	0.004466	0.005432
X	PA_li_11_frost	North America_SNAPE	0.004024	0.003944	0.111341
X	PA_li_11_spring	North America_SNAPE	0.003987	0.003865	0.165764
X	PA_li_12_fall	North America_SNAPE	0.004021	0.004010	0.027507
X	PA_li_12_spring	North America_SNAPE	0.004025	0.003954	0.093978
X	PA_li_12_sum	North America_SNAPE	0.003967	0.003904	0.074580
X	PA_li_13_spring	North America_SNAPE	0.003967	0.003830	0.183059
X	PA_li_14_fall	North America_SNAPE	0.004060	0.004075	-0.016493
X	PA_li_14_spring	North America_SNAPE	0.004117	0.004100	0.023817
X	PA_li_15_fall	North America_SNAPE	0.004051	0.004015	0.041778
X	PA_li_15_spring	North America_SNAPE	0.004004	0.003993	0.010792
X	PA_st_14_fall	North America_SNAPE	0.004052	0.004041	0.014753
X	PA_st_14_spring	North America_SNAPE	0.003830	0.003685	0.188979
X	PA_st_15_spring	North America_SNAPE	0.004021	0.004006	0.018786
X	PO_Brz_15_12	Europe_SNAPE	0.003609	0.003525	0.115226
X	PO_Brz_16_17	Europe_SNAPE	0.003558	0.003507	0.070890
X	PO_Gda_16_16	Europe_SNAPE	0.003391	0.003258	0.204685
X	PT_Rec_14_33	Europe_SNAPE	0.003556	0.003642	-0.144748
X	PT_Rec_15_16	Europe_SNAPE	0.003442	0.003303	0.276953
X	PT_Rec_16_18	Europe_SNAPE	0.003564	0.003643	-0.100759
X	RS_Kal_16_28	Europe_SNAPE	0.003295	0.003174	0.190283
X	RS_Kal_16_29	Europe_SNAPE	0.003338	0.003210	0.191817
X	RS_Sla_16_30	Europe_SNAPE	0.003346	0.003214	0.219423
X	RS_Sla_16_31	Europe_SNAPE	0.003307	0.003188	0.198863
X	RU_Ale_15_55	Europe_SNAPE	0.001783	0.001321	1.860785
X	RU_Ale_16_22	Europe_SNAPE	0.003671	0.003627	0.062601
X	RU_tul_15_37	Europe_SNAPE	0.003105	0.002920	0.299362
X	RU_val_15_36	Europe_SNAPE	0.003462	0.003085	0.603578
X	RU_val_15_38	Europe_SNAPE	0.003453	0.003111	0.528207
X	RU_Val_16_19	Europe_SNAPE	0.003646	0.003620	0.035324
X	RU_Val_16_20	Europe_SNAPE	0.003564	0.003459	0.149492
X	RU_Val_16_21	Europe_SNAPE	0.002854	0.002341	1.024152
X	SC_eu_10_spring	North America_SNAPE	0.004040	0.003893	0.180936
X	SE_Lun_14_30	Europe_SNAPE	0.003699	0.003685	0.021521
X	SE_Lun_15_14	Europe_SNAPE	0.003717	0.003640	0.103503
X	SE_Lun_15_15	Europe_SNAPE	0.003562	0.003395	0.236030
X	TR_Yes_15_3	Europe_SNAPE	0.003630	0.003512	0.170406
X	TR_Yes_15_4	Europe_SNAPE	0.003687	0.003608	0.164511
X	TR_Yes_15_5	Europe_SNAPE	0.003686	0.003613	0.095030
X	TR_Yes_15_6	Europe_SNAPE	0.003646	0.003520	0.168149
X	TR_Yes_15_7	Europe_SNAPE	0.004241	0.004337	-0.655922
X	TR_Yes_15_8	Europe_SNAPE	0.003703	0.003656	0.060164
X	TR_Yes_16_39	Europe_SNAPE	0.003682	0.003671	0.016747
X	TR_Yes_16_40	Europe_SNAPE	0.003685	0.003648	0.057253
X	TR_Yes_16_41	Europe_SNAPE	0.003712	0.003715	-0.003495
X	TR_Yes_16_42	Europe_SNAPE	0.003678	0.003670	0.011065
X	TR_Yes_16_43	Europe_SNAPE	0.003702	0.003724	-0.030165
X	TR_Yes_16_52	Europe_SNAPE	0.003656	0.003617	0.064431
X	UA_Che_14_28	Europe_SNAPE	0.003426	0.003346	0.132472
X	UA_Che_14_29	Europe_SNAPE	0.003490	0.003412	0.133254
X	UA_Cho_15_24	Europe_SNAPE	0.003526	0.003395	0.216489
X	UA_Cho_15_25	Europe_SNAPE	0.000967	0.000745	1.480367
X	UA_Cho_15_26	Europe_SNAPE	0.003509	0.003376	0.210074
X	UA_Cho_15_27	Europe_SNAPE	0.003438	0.003236	0.302435
X	UA_Cho_15_65	Europe_SNAPE	0.003499	0.003448	0.072281
X	UA_Cho_15_67	Europe_SNAPE	0.003509	0.003449	0.085241
X	UA_Cho_15_68	Europe_SNAPE	0.003492	0.003441	0.075719
X	UA_Cho_15_69	Europe_SNAPE	0.003474	0.003419	0.086130
X	UA_Cho_15_70	Europe_SNAPE	0.003491	0.003423	0.102122
X	UA_Cho_16_54	Europe_SNAPE	0.003467	0.003397	0.104049
X	UA_Cho_16_55	Europe_SNAPE	0.003421	0.003333	0.125698
X	UA_Cho_16_62	Europe_SNAPE	0.003459	0.003397	0.092867
X	UA_Dro_14_27	Europe_SNAPE	0.003323	0.003198	0.213499
X	UA_Dro_15_10	Europe_SNAPE	0.003362	0.003178	0.280662
X	UA_Dro_16_56	Europe_SNAPE	0.003293	0.003190	0.180891
X	UA_Kan_16_57	Europe_SNAPE	0.003385	0.003276	0.166540
X	UA_Kha_15_19	Europe_SNAPE	0.003506	0.003354	0.211584
X	UA_Kha_16_58	Europe_SNAPE	0.003509	0.003441	0.108635
X	UA_Kyi_14_23	Europe_SNAPE	0.003476	0.003369	0.189554
X	UA_Kyi_14_24	Europe_SNAPE	0.003485	0.003394	0.178113
X	UA_Kyi_15_64	Europe_SNAPE	0.003449	0.003379	0.102392
X	UA_Kyi_16_44	Europe_SNAPE	0.003463	0.003391	0.111867
X	UA_Kyi_16_45	Europe_SNAPE	0.003435	0.003372	0.109572
X	UA_Kyi_16_59	Europe_SNAPE	0.003430	0.003365	0.095215
X	UA_od_13_fall	Europe_SNAPE	0.003599	0.003625	-0.037202
X	UA_od_13_spring	Europe_SNAPE	0.003768	0.003835	-0.096581
X	UA_Ode_14_19	Europe_SNAPE	0.003313	0.003172	0.248343
X	UA_Ode_14_20	Europe_SNAPE	0.003322	0.003195	0.251907
X	UA_Ode_14_21	Europe_SNAPE	0.003319	0.003210	0.206117
X	UA_Ode_14_22	Europe_SNAPE	0.003405	0.003304	0.184632
X	UA_Ode_15_11	Europe_SNAPE	0.003387	0.003266	0.212476
X	UA_Ode_15_20	Europe_SNAPE	0.003363	0.003196	0.259341
X	UA_Ode_15_22	Europe_SNAPE	0.003368	0.003202	0.268437
X	UA_Ode_15_66	Europe_SNAPE	0.003318	0.003211	0.176304
X	UA_Ode_16_46	Europe_SNAPE	0.003261	0.003175	0.161292
X	UA_Ode_16_47	Europe_SNAPE	0.003327	0.003224	0.184215
X	UA_Pir_16_48	Europe_SNAPE	0.003076	0.002980	0.197514
X	UA_Pyr_14_26	Europe_SNAPE	0.003403	0.003310	0.146032
X	UA_Pyr_15_21	Europe_SNAPE	0.003465	0.003310	0.243362
X	UA_Pyr_16_49	Europe_SNAPE	0.003436	0.003366	0.100680
X	UA_Uma_15_9	Europe_SNAPE	0.003270	0.003087	0.286712
X	UA_Uma_16_50	Europe_SNAPE	0.003308	0.003207	0.200923
X	UA_Uma_16_51	Europe_SNAPE	0.003291	0.003183	0.202656
X	UA_Var_14_25	Europe_SNAPE	0.003469	0.003357	0.188467
X	UA_Var_15_18	Europe_SNAPE	0.003479	0.003334	0.221730
X	UA_Var_16_60	Europe_SNAPE	0.003431	0.003356	0.125162
X	UA_Yal_14_16	Europe_SNAPE	0.003440	0.003313	0.194624
X	UA_Yal_14_18	Europe_SNAPE	0.003476	0.003354	0.193640
X	UA_Yal_15_23	Europe_SNAPE	0.003522	0.003421	0.196277
X	UA_Yal_15_63	Europe_SNAPE	0.003448	0.003343	0.163921
X	UA_Yal_16_61	Europe_SNAPE	0.003459	0.003368	0.145951
X	UK_Dai_15_52	Europe_SNAPE	0.003236	0.002878	0.596596
X	UK_Dai_16_23	Europe_SNAPE	0.003674	0.003667	0.010622
X	UK_Lut_14_13	Europe_SNAPE	0.003751	0.003798	-0.065192
X	UK_Mar_14_12	Europe_SNAPE	0.003782	0.003871	-0.110278
X	UK_Mar_15_42	Europe_SNAPE	0.003731	0.003656	0.101136
X	UK_Mar_16_53	Europe_SNAPE	0.003768	0.003869	-0.123072
X	UK_She_14_09	Europe_SNAPE	0.004400	0.004447	-0.448068
X	UK_She_15_17	Europe_SNAPE	0.003482	0.003128	0.541661
X	VA_ch_12_fall	North America_SNAPE	0.004000	0.003984	0.029421
X	VA_ch_12_spring	North America_SNAPE	0.004020	0.003933	0.109160
X	VA_ch_14_fall	North America_SNAPE	0.004058	0.003980	0.094980
X	VA_ch_14_spring	North America_SNAPE	0.004098	0.004054	0.054207
X	VA_ch_15_fall	North America_SNAPE	0.004074	0.004011	0.074449
X	VA_ch_15_spring	North America_SNAPE	0.004056	0.004022	0.040034
X	WA_se_14_spring	North America_SNAPE	0.003948	0.003950	-0.001913
X	WI_cp_12_fall	North America_SNAPE	0.003975	0.003958	0.025956
X	WI_cp_12_frost	North America_SNAPE	0.003949	0.003959	-0.016457
X	WI_cp_12_spring	North America_SNAPE	0.003889	0.003900	-0.039915
X	WI_cp_13_fall	North America_SNAPE	0.004070	0.004073	-0.002691
X	WI_cp_13_spring	North America_SNAPE	0.004518	0.005095	-0.454995
X	WI_cp_14_fall	North America_SNAPE	0.004010	0.004024	-0.014976
X	WI_cp_14_spring	North America_SNAPE	0.004053	0.003782	0.335205
