CHROM	POP	DATASET	Pi	Watterson	Tajima_D
2R	FR_Vil_15_40	Europe_PoolSNP	0.005251	0.005184	0.051917
2R	FR_Vil_15_41	Europe_PoolSNP	0.005203	0.005136	0.052886
2R	FR_Vil_16_9	Europe_PoolSNP	0.005104	0.005055	0.040333
2R	GA	Africa_PoolSNP	0.006280	0.006301	-0.079176
2R	GA_at_14_fall	North America_PoolSNP	0.005696	0.005504	0.128940
2R	GA_at_14_spring	North America_PoolSNP	0.005662	0.005586	0.055165
2R	GA_ha_08_spring	North America_PoolSNP	0.005947	0.005753	0.129731
2R	GU	Africa_PoolSNP	0.006205	0.006194	NA
2R	HU_Sze_16_14	Europe_PoolSNP	0.004896	0.004748	0.138607
2R	I	North America_PoolSNP	0.005392	0.005422	-0.051462
2R	IL_ur_15_spring	North America_PoolSNP	0.005690	0.005720	-0.021236
2R	IT_Mez_15_43	Europe_PoolSNP	0.005341	0.005192	0.129311
2R	IT_Mez_15_44	Europe_PoolSNP	0.005197	0.004945	0.268989
2R	IT_Tre_16_15	Europe_PoolSNP	0.004954	0.004700	0.262391
2R	KA_to_14_fall	North America_PoolSNP	0.005714	0.005750	-0.027854
2R	KA_to_14_spring	North America_PoolSNP	0.005817	0.005855	-0.027725
2R	KN	Africa_PoolSNP	0.006132	0.006123	NA
2R	MA_la_12_fall	North America_PoolSNP	0.005746	0.005788	-0.034269
2R	MA_la_12_spring	North America_PoolSNP	0.005762	0.005774	-0.009291
2R	MA_la_14_fall	North America_PoolSNP	0.005747	0.005766	-0.012792
2R	MA_la_14_spring	North America_PoolSNP	0.005797	0.005846	-0.034247
2R	ME_bo_09_fall.r1	North America_PoolSNP	0.005846	0.005890	-0.031086
2R	ME_bo_09_fall.r2	North America_PoolSNP	0.006026	0.006044	-0.018512
2R	MI_bh_14_fall	North America_PoolSNP	0.005524	0.005219	0.211226
2R	MI_bh_14_spring	North America_PoolSNP	0.005682	0.005589	0.063177
2R	N	Europe_PoolSNP	0.004862	0.004841	0.037743
2R	NC_ra_03_n	North America_PoolSNP	0.005903	0.005967	-0.067366
2R	NG	Africa_PoolSNP	0.006354	0.006350	0.091508
2R	NY_it_12_fall	North America_PoolSNP	0.005886	0.005868	0.015995
2R	NY_it_12_spring	North America_PoolSNP	0.005705	0.005637	0.050629
2R	ON_su_15_fall	North America_PoolSNP	0.005725	0.005742	-0.012045
2R	ON_su_15_spring	North America_PoolSNP	0.005549	0.005261	0.190069
2R	PA_li_09_fall	North America_PoolSNP	0.005820	0.005780	0.029130
2R	PA_li_09_spring	North America_PoolSNP	0.005721	0.005403	0.209122
2R	PA_li_10_fall	North America_PoolSNP	0.005705	0.005558	0.107020
2R	PA_li_10_spring	North America_PoolSNP	0.006204	0.006245	-0.036258
2R	PA_li_11_fall	North America_PoolSNP	0.006049	0.006353	-0.194343
2R	PA_li_11_frost	North America_PoolSNP	0.005707	0.005660	0.035651
2R	PA_li_11_spring	North America_PoolSNP	0.005754	0.005699	0.040617
2R	PA_li_12_fall	North America_PoolSNP	0.005741	0.005787	-0.047737
2R	PA_li_12_spring	North America_PoolSNP	0.005847	0.005864	-0.012155
2R	PA_li_12_sum	North America_PoolSNP	0.005697	0.005672	0.019676
2R	PA_li_13_spring	North America_PoolSNP	0.005809	0.005782	0.018795
2R	PA_li_14_fall	North America_PoolSNP	0.005844	0.005779	0.042760
2R	PA_li_14_spring	North America_PoolSNP	0.005831	0.005875	-0.032511
2R	PA_li_15_fall	North America_PoolSNP	0.005778	0.005673	0.071743
2R	PA_li_15_spring	North America_PoolSNP	0.005732	0.005536	0.123824
2R	PA_st_14_fall	North America_PoolSNP	0.005865	0.005778	0.061415
2R	PA_st_14_spring	North America_PoolSNP	0.005614	0.005331	0.210421
2R	PA_st_15_spring	North America_PoolSNP	0.005730	0.005710	0.013947
2R	PO_Brz_15_12	Europe_PoolSNP	0.005266	0.005090	0.140281
2R	PO_Brz_16_17	Europe_PoolSNP	0.004980	0.004810	0.144343
2R	PO_Gda_16_16	Europe_PoolSNP	0.004830	0.004470	0.334205
2R	PT_Rec_14_33	Europe_PoolSNP	0.004951	0.004885	0.061445
2R	PT_Rec_15_16	Europe_PoolSNP	0.005038	0.004712	0.357019
2R	PT_Rec_16_18	Europe_PoolSNP	0.004992	0.004897	0.077227
2R	RAL	North America_PoolSNP	0.005599	0.005530	0.044187
2R	RG	Africa_PoolSNP	0.005998	0.005925	0.070962
2R	RS_Kal_16_28	Europe_PoolSNP	0.004736	0.004490	0.231275
2R	RS_Kal_16_29	Europe_PoolSNP	0.004777	0.004559	0.193658
2R	RS_Sla_16_30	Europe_PoolSNP	0.004940	0.004810	0.114141
2R	RS_Sla_16_31	Europe_PoolSNP	0.004796	0.004587	0.195201
2R	RU_Ale_15_55	Europe_PoolSNP	0.004203	0.003166	1.372565
2R	RU_Ale_16_22	Europe_PoolSNP	0.005338	0.005156	0.149952
2R	RU_tul_15_37	Europe_PoolSNP	0.004613	0.004059	0.538105
2R	RU_Val_14_51	Europe_PoolSNP	0.004942	0.004878	0.054511
2R	RU_val_15_36	Europe_PoolSNP	0.005038	0.004579	0.406585
2R	RU_val_15_38	Europe_PoolSNP	0.004974	0.004444	0.475132
2R	RU_Val_16_19	Europe_PoolSNP	0.004939	0.004686	0.223641
2R	RU_Val_16_20	Europe_PoolSNP	0.005161	0.004968	0.159805
2R	RU_Val_16_21	Europe_PoolSNP	0.004450	0.003565	0.997496
2R	SB	Africa_PoolSNP	0.006589	0.006577	NA
2R	SC_eu_10_spring	North America_PoolSNP	0.005714	0.005432	0.206238
2R	SD	Africa_PoolSNP	0.006254	0.006181	0.080474
2R	SE_Lun_14_30	Europe_PoolSNP	0.005234	0.005134	0.085217
2R	SE_Lun_15_14	Europe_PoolSNP	0.005216	0.004894	0.265286
2R	SE_Lun_15_15	Europe_PoolSNP	0.005063	0.004642	0.361872
2R	SP	Africa_PoolSNP	0.006420	0.006359	0.119293
2R	TR_Yes_14_03	Europe_PoolSNP	0.005221	0.005226	-0.004917
2R	TR_Yes_14_04	Europe_PoolSNP	0.005153	0.005076	0.075136
2R	TR_Yes_15_3	Europe_PoolSNP	0.005046	0.004700	0.301466
2R	TR_Yes_15_4	Europe_PoolSNP	0.005073	0.004831	0.252089
2R	TR_Yes_15_5	Europe_PoolSNP	0.005061	0.004774	0.236577
2R	TR_Yes_15_6	Europe_PoolSNP	0.005052	0.004687	0.308579
2R	TR_Yes_15_7	Europe_PoolSNP	0.005159	0.005037	0.271973
2R	TR_Yes_15_8	Europe_PoolSNP	0.005096	0.004855	0.194932
2R	TR_Yes_16_39	Europe_PoolSNP	0.005039	0.004879	0.143831
2R	TR_Yes_16_40	Europe_PoolSNP	0.005027	0.004891	0.122318
2R	TR_Yes_16_41	Europe_PoolSNP	0.005057	0.004928	0.107869
2R	TR_Yes_16_42	Europe_PoolSNP	0.005024	0.004841	0.163601
2R	TR_Yes_16_43	Europe_PoolSNP	0.005020	0.004847	0.148119
2R	TR_Yes_16_52	Europe_PoolSNP	0.005078	0.004963	0.106094
2R	UA_Che_14_28	Europe_PoolSNP	0.005114	0.005000	0.098186
2R	UA_Che_14_29	Europe_PoolSNP	0.005234	0.005129	0.089843
2R	UA_Che_14_47	Europe_PoolSNP	0.005012	0.004967	0.040782
2R	UA_Che_14_48	Europe_PoolSNP	0.005066	0.005020	0.042531
2R	UA_Cho_15_24	Europe_PoolSNP	0.005047	0.004859	0.166503
2R	UA_Cho_15_25	Europe_PoolSNP	0.005007	0.004786	0.187535
2R	UA_Cho_15_26	Europe_PoolSNP	0.005350	0.005168	0.151642
2R	UA_Cho_15_27	Europe_PoolSNP	0.005124	0.004892	0.190686
2R	UA_Cho_15_65	Europe_PoolSNP	0.005148	0.005037	0.091318
2R	UA_Cho_15_67	Europe_PoolSNP	0.005112	0.005017	0.078773
2R	UA_Cho_15_68	Europe_PoolSNP	0.005094	0.005018	0.063894
2R	UA_Cho_15_69	Europe_PoolSNP	0.005134	0.005067	0.057220
2R	UA_Cho_15_70	Europe_PoolSNP	0.005154	0.005067	0.072677
2R	UA_Cho_16_54	Europe_PoolSNP	0.005320	0.005173	0.120088
2R	UA_Cho_16_55	Europe_PoolSNP	0.005286	0.005103	0.146448
2R	UA_Cho_16_62	Europe_PoolSNP	0.005236	0.005165	0.058124
2R	UA_Dro_14_27	Europe_PoolSNP	0.005062	0.004941	0.105248
2R	UA_Dro_15_10	Europe_PoolSNP	0.004972	0.004775	0.164764
2R	UA_Dro_16_56	Europe_PoolSNP	0.005074	0.004937	0.124286
2R	UA_Kan_16_57	Europe_PoolSNP	0.004959	0.004816	0.124129
2R	UA_Kha_14_45	Europe_PoolSNP	0.005199	0.005176	0.020045
2R	UA_Kha_14_46	Europe_PoolSNP	0.005227	0.005177	0.043494
2R	UA_Kha_15_19	Europe_PoolSNP	0.005279	0.005070	0.162151
2R	UA_Kha_16_58	Europe_PoolSNP	0.004945	0.004798	0.134347
2R	UA_Kyi_14_23	Europe_PoolSNP	0.005254	0.005125	0.114163
2R	UA_Kyi_14_24	Europe_PoolSNP	0.005142	0.005021	0.114739
2R	UA_Kyi_14_49	Europe_PoolSNP	0.005399	0.005346	0.049774
2R	UA_Kyi_15_64	Europe_PoolSNP	0.005355	0.005149	0.166001
2R	UA_Kyi_16_44	Europe_PoolSNP	0.005185	0.005095	0.076022
2R	UA_Kyi_16_45	Europe_PoolSNP	0.005279	0.005216	0.055559
2R	UA_Kyi_16_59	Europe_PoolSNP	0.005210	0.005100	0.089740
2R	UA_od_13_fall	Europe_PoolSNP	0.005296	0.005371	-0.057867
2R	UA_od_13_spring	Europe_PoolSNP	0.005296	0.005386	-0.072570
2R	UA_Ode_14_19	Europe_PoolSNP	0.005211	0.005063	0.125349
2R	UA_Ode_14_20	Europe_PoolSNP	0.005144	0.005003	0.127814
2R	UA_Ode_14_21	Europe_PoolSNP	0.005067	0.004950	0.105821
2R	UA_Ode_14_22	Europe_PoolSNP	0.005301	0.005153	0.127630
2R	UA_Ode_15_11	Europe_PoolSNP	0.005296	0.005186	0.094084
2R	UA_Ode_15_20	Europe_PoolSNP	0.005053	0.004935	0.097051
2R	UA_Ode_15_22	Europe_PoolSNP	0.005105	0.004959	0.122789
2R	UA_Ode_15_66	Europe_PoolSNP	0.004946	0.004822	0.111816
2R	UA_Ode_16_46	Europe_PoolSNP	0.005006	0.004955	0.048218
2R	UA_Ode_16_47	Europe_PoolSNP	0.004956	0.004870	0.079758
2R	UA_Pyr_14_26	Europe_PoolSNP	0.005063	0.004952	0.094808
2R	UA_Pyr_15_21	Europe_PoolSNP	0.005137	0.004974	0.135822
2R	UA_Pir_16_48	Europe_PoolSNP	0.004920	0.004799	0.120804
2R	UA_Pyr_16_49	Europe_PoolSNP	0.005169	0.005073	0.078181
2R	UA_Uma_14_50	Europe_PoolSNP	0.005178	0.005117	0.055222
2R	UA_Uma_15_9	Europe_PoolSNP	0.004933	0.004732	0.171051
2R	UA_Uma_16_50	Europe_PoolSNP	0.005202	0.005059	0.134479
2R	UA_Uma_16_51	Europe_PoolSNP	0.005379	0.005164	0.191274
2R	UA_Var_14_25	Europe_PoolSNP	0.005219	0.005042	0.153097
2R	UA_Var_15_18	Europe_PoolSNP	0.005026	0.004786	0.208390
2R	UA_Var_16_60	Europe_PoolSNP	0.004958	0.004823	0.123850
2R	UA_Yal_14_16	Europe_PoolSNP	0.004866	0.004622	0.215601
2R	UA_Yal_14_18	Europe_PoolSNP	0.004927	0.004704	0.199562
2R	UA_Yal_15_23	Europe_PoolSNP	0.005060	0.004856	0.217654
2R	UA_Yal_15_63	Europe_PoolSNP	0.004935	0.004785	0.134765
2R	UA_Yal_16_61	Europe_PoolSNP	0.004801	0.004560	0.229924
2R	UK	Africa_PoolSNP	0.006314	0.006311	NA
2R	UK_Dai_15_52	Europe_PoolSNP	0.004931	0.004182	0.715390
2R	UK_Dai_16_23	Europe_PoolSNP	0.005012	0.004850	0.138621
2R	UK_Lut_14_13	Europe_PoolSNP	0.005204	0.005111	0.075776
2R	UK_Mar_14_12	Europe_PoolSNP	0.005224	0.005195	0.022114
2R	UK_Mar_15_42	Europe_PoolSNP	0.005188	0.004936	0.207715
2R	UK_Mar_16_53	Europe_PoolSNP	0.005180	0.005135	0.034892
2R	UK_She_14_09	Europe_PoolSNP	0.004968	0.004902	0.176026
2R	UK_She_15_17	Europe_PoolSNP	0.005108	0.004584	0.454454
2R	UK_Sou_14_10	Europe_PoolSNP	0.005200	0.005121	0.071886
2R	VA_ch_12_fall	North America_PoolSNP	0.005687	0.005673	0.012737
2R	VA_ch_12_spring	North America_PoolSNP	0.005689	0.005585	0.076162
2R	VA_ch_14_fall	North America_PoolSNP	0.005654	0.005503	0.109604
2R	VA_ch_14_spring	North America_PoolSNP	0.005662	0.005523	0.102923
2R	VA_ch_15_fall	North America_PoolSNP	0.005646	0.005528	0.084482
2R	VA_ch_15_spring	North America_PoolSNP	0.005622	0.005541	0.057867
2R	W	North America_PoolSNP	0.005322	0.005293	0.037160
2R	WA_se_14_spring	North America_PoolSNP	0.005563	0.005582	-0.012542
2R	WI_cp_12_fall	North America_PoolSNP	0.005645	0.005672	-0.022315
2R	WI_cp_12_frost	North America_PoolSNP	0.005706	0.005754	-0.038841
2R	WI_cp_12_spring	North America_PoolSNP	0.005555	0.005499	0.075691
2R	WI_cp_13_fall	North America_PoolSNP	0.005758	0.005755	0.001945
2R	WI_cp_13_spring	North America_PoolSNP	0.005788	0.005838	-0.030763
2R	WI_cp_14_fall	North America_PoolSNP	0.005683	0.005651	0.020860
2R	WI_cp_14_spring	North America_PoolSNP	0.005827	0.005859	-0.020894
2R	ZI	Africa_PoolSNP	0.005756	0.004731	0.760121
2R	ZW	Africa_PoolSNP	0.006149	0.006188	-0.186775
3L	AT_gr_12_fall	Europe_PoolSNP	0.004977	0.004871	0.099587
3L	AT_gr_12_spring	Europe_PoolSNP	0.005152	0.005096	0.058478
3L	AT_Mau_14_01	Europe_PoolSNP	0.005174	0.005188	-0.012496
3L	AT_Mau_14_02	Europe_PoolSNP	0.005219	0.005244	-0.022531
3L	AT_Mau_15_50	Europe_PoolSNP	0.005096	0.004857	0.193506
3L	AT_Mau_15_51	Europe_PoolSNP	0.005115	0.004898	0.178024
3L	AT_See_14_44	Europe_PoolSNP	0.005335	0.005369	-0.028588
3L	AT_See_16_1	Europe_PoolSNP	0.005222	0.005178	0.035139
3L	BY_Bre_15_13	Europe_PoolSNP	0.005108	0.004842	0.228554
3L	CA_es_12_fall	North America_PoolSNP	0.005518	0.005529	-0.009178
3L	CA_es_12_frost	North America_PoolSNP	0.005661	0.005671	-0.007817
3L	CA_es_12_spring	North America_PoolSNP	0.005605	0.005644	-0.029271
3L	CA_es_13_fall	North America_PoolSNP	0.005686	0.005788	-0.073469
3L	CA_es_13_spring	North America_PoolSNP	0.005563	0.005564	-0.000802
3L	CA_pl_12_fall	North America_PoolSNP	0.005517	0.005606	-0.061042
3L	CA_pl_12_frost	North America_PoolSNP	0.005635	0.005643	-0.006027
3L	CA_pl_13_fall	North America_PoolSNP	0.005656	0.005707	-0.037061
3L	CA_pl_13_frost	North America_PoolSNP	0.005606	0.005609	-0.002509
3L	CA_st_12_fall	North America_PoolSNP	0.005533	0.005621	-0.072945
3L	CA_st_12_frost	North America_PoolSNP	0.005593	0.005659	-0.053177
3L	CA_st_13_fall	North America_PoolSNP	0.005637	0.005690	-0.038566
3L	CA_tu_12_fall	North America_PoolSNP	0.005550	0.005634	-0.069351
3L	CA_tu_12_frost	North America_PoolSNP	0.005611	0.005665	-0.038208
3L	CA_tu_13_fall	North America_PoolSNP	0.005621	0.005663	-0.029224
3L	CA_tu_13_frost	North America_PoolSNP	0.005649	0.005687	-0.029351
3L	CA_tu_13_spring	North America_PoolSNP	0.005523	0.005566	-0.033824
3L	CH_Cha_14_42	Europe_PoolSNP	0.005365	0.005306	0.051125
3L	CH_Cha_14_43	Europe_PoolSNP	0.005530	0.005618	-0.083386
3L	CH_Cha_15_39	Europe_PoolSNP	0.005371	0.005144	0.194877
3L	CH_Cha_16_38	Europe_PoolSNP	0.005169	0.005039	0.115408
3L	CO	Africa_PoolSNP	0.006258	0.006230	0.082687
3L	CY_Nic_14_11	Europe_PoolSNP	0.005691	0.005527	0.120257
3L	DE_Bro_14_14	Europe_PoolSNP	0.005277	0.005206	0.055598
3L	DE_Bro_14_15	Europe_PoolSNP	0.005277	0.005224	0.043931
3L	DE_Bro_15_53	Europe_PoolSNP	0.005318	0.005207	0.088283
3L	DE_Bro_15_54	Europe_PoolSNP	0.005403	0.005404	-0.001249
3L	DE_Bro_16_10	Europe_PoolSNP	0.005197	0.005121	0.062951
3L	DE_Bro_16_11	Europe_PoolSNP	0.005208	0.005171	0.030057
3L	DE_Mun_14_31	Europe_PoolSNP	0.005282	0.005091	0.169806
3L	DE_Mun_14_32	Europe_PoolSNP	0.005452	0.005448	0.003106
3L	DE_Mun_15_45	Europe_PoolSNP	0.005406	0.005311	0.076219
3L	DE_Mun_15_46	Europe_PoolSNP	0.005358	0.005184	0.137996
3L	DE_Mun_16_12	Europe_PoolSNP	0.005181	0.004972	0.177275
3L	DE_Mun_16_13	Europe_PoolSNP	0.005315	0.005303	0.009809
3L	DK_Kar_14_39	Europe_PoolSNP	0.005343	0.005264	0.068570
3L	DK_Kar_14_41	Europe_PoolSNP	0.005327	0.005246	0.075401
3L	DK_Kar_16_2	Europe_PoolSNP	0.004561	0.003845	0.758880
3L	DK_Kar_16_3	Europe_PoolSNP	0.004821	0.004331	0.470728
3L	DK_Kar_16_4	Europe_PoolSNP	0.004837	0.004313	0.490186
3L	EA	Africa_PoolSNP	0.006954	0.006971	-0.103627
3L	EB	Africa_PoolSNP	0.005742	0.005722	NA
3L	ED	Africa_PoolSNP	0.006023	0.006013	NA
3L	EF	Africa_PoolSNP	0.005644	0.005453	0.217004
3L	EG	Africa_PoolSNP	0.005496	0.005465	0.069654
3L	ER	Africa_PoolSNP	0.005725	0.005719	NA
3L	ES_ba_12_fall	Europe_PoolSNP	0.005429	0.00553	-0.076257
3L	ES_ba_12_spring	Europe_PoolSNP	0.005372	0.005372	-0.000798
3L	ES_Ben_16_32	Europe_PoolSNP	0.005305	0.005260	0.038922
3L	ES_Cor_15_33	Europe_PoolSNP	0.005731	0.005606	0.099870
3L	ES_Gim_14_34	Europe_PoolSNP	0.005493	0.005525	-0.027765
3L	ES_Gim_14_35	Europe_PoolSNP	0.005442	0.005476	-0.029430
3L	ES_Gim_15_30	Europe_PoolSNP	0.005506	0.005449	0.043687
3L	ES_Gim_15_31	Europe_PoolSNP	0.005479	0.005424	0.046955
3L	ES_Gim_16_33	Europe_PoolSNP	0.005425	0.005348	0.096841
3L	ES_Gim_16_34	Europe_PoolSNP	0.005460	0.005501	-0.032607
3L	ES_Gua_15_32	Europe_PoolSNP	0.005451	0.005388	0.051758
3L	ES_Pur_16_35	Europe_PoolSNP	0.005376	0.005391	-0.012715
3L	ES_Tom_15_28	Europe_PoolSNP	0.005441	0.005390	0.045215
3L	ES_Tom_15_29	Europe_PoolSNP	0.005574	0.005526	0.035835
3L	ES_Tom_16_36	Europe_PoolSNP	0.005243	0.005252	-0.007461
3L	ES_Tom_16_37	Europe_PoolSNP	0.005344	0.005359	-0.012798
3L	FI_Aka_14_36	Europe_PoolSNP	0.005443	0.005356	0.081022
3L	FI_Aka_14_37	Europe_PoolSNP	0.005350	0.005278	0.065906
3L	FI_Aka_15_34	Europe_PoolSNP	0.005490	0.005432	0.045135
3L	FI_Aka_15_35	Europe_PoolSNP	0.005388	0.005176	0.180097
3L	FI_Aka_16_5	Europe_PoolSNP	0.005525	0.005526	-0.000426
3L	FI_Aka_16_6	Europe_PoolSNP	0.005361	0.005339	0.017436
3L	FI_Ves_14_38	Europe_PoolSNP	0.005257	0.005150	0.089405
3L	FI_Ves_16_7	Europe_PoolSNP	0.005261	0.005129	0.105194
3L	FL_ho_10_fall	North America_PoolSNP	0.006579	0.006640	-0.046556
3L	FL_ho_10_spring	North America_PoolSNP	0.006382	0.006173	0.147897
3L	FR	Europe_PoolSNP	0.004812	0.004619	0.191804
3L	FR_Got_14_08	Europe_PoolSNP	0.005099	0.005243	-0.110052
3L	FR_Got_15_47	Europe_PoolSNP	0.005053	0.004784	0.242183
3L	FR_Got_15_48	Europe_PoolSNP	0.005215	0.005036	0.164407
3L	FR_Got_15_49	Europe_PoolSNP	0.005144	0.004961	0.170459
3L	FR_Got_16_8	Europe_PoolSNP	0.004955	0.004726	0.206618
3L	FR_Vil_14_05	Europe_PoolSNP	0.005313	0.005422	-0.089286
3L	FR_Vil_14_07	Europe_PoolSNP	0.005272	0.005414	-0.114291
3L	FR_Vil_15_40	Europe_PoolSNP	0.005243	0.005141	0.081324
3L	FR_Vil_15_41	Europe_PoolSNP	0.005478	0.005403	0.057315
3L	FR_Vil_16_9	Europe_PoolSNP	0.005330	0.005300	0.023545
3L	GA	Africa_PoolSNP	0.006715	0.006729	-0.049122
3L	GA_at_14_fall	North America_PoolSNP	0.005904	0.005759	0.092532
3L	GA_at_14_spring	North America_PoolSNP	0.005893	0.005893	-0.000153
3L	GA_ha_08_spring	North America_PoolSNP	0.006162	0.005890	0.178941
3L	GU	Africa_PoolSNP	0.006482	0.006469	NA
3L	HU_Sze_16_14	Europe_PoolSNP	0.004982	0.004870	0.102997
3L	I	North America_PoolSNP	0.005523	0.005588	-0.113402
3L	IL_ur_15_spring	North America_PoolSNP	0.005830	0.005829	0.001059
3L	IT_Mez_15_43	Europe_PoolSNP	0.005473	0.005369	0.090172
3L	IT_Mez_15_44	Europe_PoolSNP	0.005614	0.005462	0.153580
3L	IT_Tre_16_15	Europe_PoolSNP	0.005094	0.004884	0.214108
3L	KA_to_14_fall	North America_PoolSNP	0.005917	0.005961	-0.032526
3L	KA_to_14_spring	North America_PoolSNP	0.005867	0.005899	-0.022879
3L	KN	Africa_PoolSNP	0.006989	0.006976	NA
3L	MA_la_12_fall	North America_PoolSNP	0.005773	0.005804	-0.024904
3L	MA_la_12_spring	North America_PoolSNP	0.005816	0.005830	-0.010276
3L	MA_la_14_fall	North America_PoolSNP	0.005829	0.005866	-0.024147
3L	MA_la_14_spring	North America_PoolSNP	0.005848	0.005901	-0.035799
3L	ME_bo_09_fall.r1	North America_PoolSNP	0.005830	0.005848	-0.013223
3L	ME_bo_09_fall.r2	North America_PoolSNP	0.005931	0.005951	-0.022582
3L	MI_bh_14_fall	North America_PoolSNP	0.005771	0.005580	0.123180
3L	MI_bh_14_spring	North America_PoolSNP	0.005795	0.005698	0.064456
3L	N	Europe_PoolSNP	0.004808	0.004767	0.075249
3L	NC_ra_03_n	North America_PoolSNP	0.005959	0.006006	-0.048583
3L	NG	Africa_PoolSNP	0.006696	0.006685	0.260664
3L	NY_it_12_fall	North America_PoolSNP	0.005772	0.005761	0.009974
3L	NY_it_12_spring	North America_PoolSNP	0.005763	0.005717	0.033787
3L	ON_su_15_fall	North America_PoolSNP	0.005860	0.005861	-0.000916
3L	ON_su_15_spring	North America_PoolSNP	0.005739	0.005497	0.152515
3L	PA_li_09_fall	North America_PoolSNP	0.005886	0.005867	0.013550
3L	PA_li_09_spring	North America_PoolSNP	0.005850	0.005552	0.191426
3L	PA_li_10_fall	North America_PoolSNP	0.005878	0.005745	0.094290
3L	PA_li_10_spring	North America_PoolSNP	0.006248	0.006272	-0.020630
3L	PA_li_11_fall	North America_PoolSNP	0.006202	0.006527	-0.205204
3L	PA_li_11_frost	North America_PoolSNP	0.005959	0.005950	0.006519
3L	PA_li_11_spring	North America_PoolSNP	0.005888	0.005828	0.045156
3L	PA_li_12_fall	North America_PoolSNP	0.005888	0.005952	-0.063037
3L	PA_li_12_spring	North America_PoolSNP	0.005906	0.005944	-0.027369
3L	PA_li_12_sum	North America_PoolSNP	0.005866	0.005863	0.001948
3L	PA_li_13_spring	North America_PoolSNP	0.005926	0.005993	-0.045240
3L	PA_li_14_fall	North America_PoolSNP	0.005908	0.005913	-0.003398
3L	PA_li_14_spring	North America_PoolSNP	0.005967	0.006030	-0.046271
3L	PA_li_15_fall	North America_PoolSNP	0.005921	0.005766	0.103873
3L	PA_li_15_spring	North America_PoolSNP	0.005838	0.005800	0.022818
3L	PA_st_14_fall	North America_PoolSNP	0.005888	0.005908	-0.013245
3L	PA_st_14_spring	North America_PoolSNP	0.005703	0.005377	0.237840
3L	PA_st_15_spring	North America_PoolSNP	0.005836	0.005845	-0.006261
3L	PO_Brz_15_12	Europe_PoolSNP	0.005087	0.004797	0.250203
3L	PO_Brz_16_17	Europe_PoolSNP	0.004945	0.004675	0.236791
3L	PO_Gda_16_16	Europe_PoolSNP	0.004919	0.004549	0.338086
3L	PT_Rec_14_33	Europe_PoolSNP	0.004997	0.004937	0.055609
3L	PT_Rec_15_16	Europe_PoolSNP	0.005560	0.005345	0.222607
3L	PT_Rec_16_18	Europe_PoolSNP	0.005560	0.005562	-0.001743
3L	RAL	North America_PoolSNP	0.005804	0.005796	0.004835
3L	RG	Africa_PoolSNP	0.006337	0.006256	0.075011
3L	RS_Kal_16_28	Europe_PoolSNP	0.004805	0.004545	0.242800
3L	RS_Kal_16_29	Europe_PoolSNP	0.004949	0.004776	0.147710
3L	RS_Sla_16_30	Europe_PoolSNP	0.004883	0.004683	0.184946
3L	RS_Sla_16_31	Europe_PoolSNP	0.004924	0.004758	0.150557
3L	RU_Ale_15_55	Europe_PoolSNP	0.004312	0.003342	1.238518
3L	RU_Ale_16_22	Europe_PoolSNP	0.005175	0.005051	0.104860
3L	RU_tul_15_37	Europe_PoolSNP	0.004785	0.004371	0.377938
3L	RU_Val_14_51	Europe_PoolSNP	0.005039	0.005024	0.012609
3L	RU_val_15_36	Europe_PoolSNP	0.005016	0.004462	0.514153
3L	RU_val_15_38	Europe_PoolSNP	0.004754	0.004002	0.759328
3L	RU_Val_16_19	Europe_PoolSNP	0.005246	0.005210	0.028718
3L	RU_Val_16_20	Europe_PoolSNP	0.005022	0.004811	0.180255
3L	RU_Val_16_21	Europe_PoolSNP	0.004521	0.003671	0.932363
3L	SB	Africa_PoolSNP	0.007054	0.007033	NA
3L	SC_eu_10_spring	North America_PoolSNP	0.006004	0.005790	0.149327
3L	SD	Africa_PoolSNP	0.006630	0.006488	0.125060
3L	SE_Lun_14_30	Europe_PoolSNP	0.005312	0.005222	0.076078
3L	SE_Lun_15_14	Europe_PoolSNP	0.005370	0.005169	0.159248
3L	SE_Lun_15_15	Europe_PoolSNP	0.005246	0.004940	0.249959
3L	SP	Africa_PoolSNP	0.006777	0.006774	0.004220
3L	TR_Yes_14_03	Europe_PoolSNP	0.005285	0.005273	0.012302
3L	TR_Yes_14_04	Europe_PoolSNP	0.005252	0.005183	0.065908
3L	TR_Yes_15_3	Europe_PoolSNP	0.005143	0.004773	0.320088
3L	TR_Yes_15_4	Europe_PoolSNP	0.005360	0.005182	0.179144
3L	TR_Yes_15_5	Europe_PoolSNP	0.005318	0.005132	0.145335
3L	TR_Yes_15_6	Europe_PoolSNP	0.005454	0.005230	0.171808
3L	TR_Yes_15_7	Europe_PoolSNP	0.005216	0.005086	0.316974
3L	TR_Yes_15_8	Europe_PoolSNP	0.005351	0.005217	0.101760
3L	TR_Yes_16_39	Europe_PoolSNP	0.005296	0.005217	0.067200
3L	TR_Yes_16_40	Europe_PoolSNP	0.005130	0.004964	0.148348
3L	TR_Yes_16_41	Europe_PoolSNP	0.005228	0.005120	0.087216
3L	TR_Yes_16_42	Europe_PoolSNP	0.005531	0.005478	0.042546
3L	TR_Yes_16_43	Europe_PoolSNP	0.005365	0.005318	0.037125
3L	TR_Yes_16_52	Europe_PoolSNP	0.005187	0.005047	0.128023
