id	dist.bin	type	V1	V2	lat.V1	long.V1	lat.V2	long.V2	popset	dist
337	0	PoolSNP	FI_Aka_16_5	PO_Gda_16_16	61.1	23.52	54.35	18.64	EW	8.32927968074071
3373	20	PoolSNP	DK_Kar_14_39	UA_Yal_14_18	55.945128	10.212586	44.5015	34.16611944	EW	26.5467208156409
3375	20	PoolSNP	DK_Kar_16_2	UA_Yal_14_18	55.945128	10.212586	44.5015	34.16611944	EW	26.5467208156409
338	0	PoolSNP	FI_Aka_16_6	PO_Gda_16_16	61.1	23.52	54.35	18.64	EW	8.32927968074071
3381	40	PoolSNP	ES_Tom_15_28	UA_Yal_14_18	39.15805	-3.021	44.5015	34.16611944	EW	37.5690605438481
3390	20	PoolSNP	FI_Ves_16_7	UA_Yal_14_18	62.55	26.24	44.5015	34.16611944	EW	19.7122226455351
3392	20	PoolSNP	FR_Got_16_8	UA_Yal_14_18	44.976813	4.930005	44.5015	34.16611944	EW	29.2399779411125
3399	0	PoolSNP	TR_Yes_15_3	UA_Yal_14_18	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3400	0	PoolSNP	TR_Yes_15_4	UA_Yal_14_18	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3401	0	PoolSNP	TR_Yes_15_5	UA_Yal_14_18	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
3402	0	PoolSNP	TR_Yes_15_6	UA_Yal_14_18	40.231444	32.260328	44.5015	34.16611944	EW	4.67604739667096
